1445247998855, 0.076614454, 1.3024458, 9.749189, 7.69989E-8, 12.9413535, 77.5669219
1445247998938, -0.45968673, 2.3558946, 9.77792, 62.744644, 12.9413535, 77.5669219
1445247999026, 0.019153614, 2.1260512, 10.419566, 101.209335, 12.9413535, 77.5669219
1445247999114, -0.18195933, 2.0111294, 9.950302, 89.23844, 12.9413535, 77.5669219
1445247999202, 0.37349546, 2.1452048, 9.107543, 17.41236, 12.9413535, 77.5669219
1445247999284, 1.0151415, 0.15322891, 10.180145, 33.86916, 12.9413535, 77.5669219
1445247999370, 0.18195933, 0.019153614, 11.252748, 12.2493925, 12.9413535, 77.5669219
1445247999452, -0.58418524, -0.46926352, 10.649409, 226.57312, 12.9413535, 77.5669219
1445247999537, 0.62249243, -0.11492168, 9.452309, 43.32361, 12.9413535, 77.5669219
1445247999618, 0.11492168, 0.48841715, 13.733141, 540.32104, 12.9413535, 77.5669219
1445247999706, -1.0342951, -0.45010993, 7.4507556, 940.4639, 12.9413535, 77.5669219
1445247999791, 0.21068975, 1.3503298, 11.15698, 794.3116, 12.9413535, 77.5669219
1445247999883, -0.6895301, 0.7182605, 9.864111, 307.0823, 12.9413535, 77.5669219
1445247999966, -0.93852705, 0.58418524, 11.099519, 102.69107, 12.9413535, 77.5669219
1445248000054, 0.41180268, 1.3694834, 8.686164, 31.5599, 12.9413535, 77.5669219
1445248000143, 0.34476504, 1.982399, 8.724471, 65.63883, 12.9413535, 77.5669219
1445248000230, -2.3558946, 2.087744, 8.935161, 274.09476, 12.9413535, 77.5669219
1445248000318, 0.1340753, 2.2888567, 10.840945, 522.3713, 12.9413535, 77.5669219
1445248000406, -0.90021986, 1.7908629, 9.184157, 362.39505, 12.9413535, 77.5669219
1445248000496, -1.7908629, 2.2505496, 9.5385, 8.70618, 12.9413535, 77.5669219
1445248000583, -1.1109096, 2.3942018, 10.524911, 203.37265, 12.9413535, 77.5669219
1445248000671, -1.0151415, 2.27928, 9.097966, 166.21829, 12.9413535, 77.5669219
1445248000759, -0.4405331, 2.4133554, 11.176133, 313.1293, 12.9413535, 77.5669219
1445248000847, 0.9576807, 2.480393, 8.39886, 149.09343, 12.9413535, 77.5669219
1445248000935, 1.091756, 2.3080103, 8.341399, 10.882833, 12.9413535, 77.5669219
1445248001023, 2.2505496, 2.5953147, 13.43626, 743.29065, 12.9413535, 77.5669219
1445248001108, 2.8443117, 1.7621324, 9.576807, 482.22034, 12.94190758, 77.56657959
1445248001194, 2.432509, 2.767697, 9.11712, 15.773437, 12.94190758, 77.56657959
1445248001277, 4.0318356, 3.7541082, 8.66701, 254.2414, 12.94190758, 77.56657959
1445248001391, 1.532289, 3.9743748, 8.686164, 198.25676, 12.94190758, 77.56657959
1445248001480, 0.90021986, 4.7788267, 8.39886, 12.912429, 12.94190758, 77.56657959
1445248001561, 0.80445176, 4.261679, 10.160992, 141.8786, 12.94190758, 77.56657959
1445248001650, -0.05746084, 3.5434184, 10.812215, 104.37654, 12.94190758, 77.56657959
1445248001737, -0.34476504, 4.003105, 7.8529816, 320.3277, 12.94190758, 77.56657959
1445248001829, -0.2681506, 3.5051112, 10.802638, 274.81265, 12.94190758, 77.56657959
1445248001913, 0.019153614, 2.2697031, 9.864111, 224.59904, 12.94190758, 77.56657959
1445248002001, 0.41180268, 2.1452048, 10.515334, 104.47437, 12.94190758, 77.56657959
1445248002094, 0.45968673, 3.4859576, 10.113108, 106.06571, 12.94188586, 77.56665324
1445248002178, -0.095768064, 4.175488, 9.423578, 66.1255, 12.94188586, 77.56665324
1445248002266, 0.45010993, 2.1068976, 8.063671, 327.5704, 12.94188586, 77.56665324
1445248002354, 0.25857377, 4.4244847, 9.624691, 418.98544, 12.94188586, 77.56665324
1445248002442, -0.038307227, 4.1180267, 12.152967, 218.74298, 12.94188586, 77.56665324
1445248002530, -0.20111294, 3.5242648, 10.534488, 269.89178, 12.94188586, 77.56665324
1445248002618, 0.10534488, 1.3599066, 8.714894, 417.8971, 12.94188586, 77.56665324
1445248002707, -0.24899697, 1.7238252, 11.664551, 336.27664, 12.94188586, 77.56665324
1445248002795, 0.92895025, 2.5953147, 8.676587, 105.452484, 12.94188586, 77.56665324
1445248002893, -0.19153613, 3.6008794, 5.6120086, 324.43884, 12.94188586, 77.56665324
1445248002981, -0.095768064, 6.0238113, 12.488156, 1067.5962, 12.94188586, 77.56665324
1445248003069, 0.19153613, 2.96881, 11.951855, 375.45444, 12.94188586, 77.56665324
1445248003157, -0.89064306, 4.1371803, 7.2304893, 526.7244, 12.94185494, 77.56663226
1445248003246, -0.4309563, 3.715801, 10.907983, 417.50568, 12.94185494, 77.56663226
1445248003333, -0.22984336, 4.548983, 7.1730285, 310.42065, 12.94185494, 77.56663226
1445248003422, -0.39264908, 4.31914, 10.831368, 371.10117, 12.94185494, 77.56663226
