1445241057834, -0.8583213, 9.334992, 15.436615, 1.6546227E-7, 12.941521805175102, 77.56694359378929
1445241057924, -2.2026656, 4.3239284, 1.1599907, 2267.2563, 12.941521805175102, 77.56694359378929
1445241058011, -5.2528787, 1.8782512, -1.6352397, 953.0023, 12.941521805175102, 77.56694359378929
1445241058096, -8.147469, 3.4500446, -3.6116533, 388.14236, 12.941521805175102, 77.56694359378929
1445241058182, -7.442376, 4.8722005, -2.3331497, 396.0177, 12.941521805175102, 77.56694359378929
1445241058270, -8.202535, 6.1686606, -3.690662, 93.31939, 12.941521805175102, 77.56694359378929
1445241058362, -7.067683, 6.1243677, -1.5682021, 349.24112, 12.941521805175102, 77.56694359378929
1445241058448, -7.5070195, 5.674258, -1.282095, 70.15565, 12.941521805175102, 77.56694359378929
1445241058533, -7.5525093, 6.030994, -1.1468226, 52.53158, 12.941521805175102, 77.56694359378929
1445241058618, -7.690176, 6.0202203, -0.35075054, 76.19197, 12.941521805175102, 77.56694359378929
1445241058705, -8.054094, 5.955577, 0.06703765, 1.2383413, 12.941521805175102, 77.56694359378929
1445241058793, -7.7201033, 6.6666546, 0.18674773, 132.3612, 12.9415163539758, 77.56692431917841
1445241058878, -7.6614456, 6.1100025, 0.50158525, 21.804422, 12.9415163539758, 77.56692431917841
1445241058964, -7.523779, 6.007052, 0.6799533, 24.492413, 12.9415163539758, 77.56692431917841
1445241059051, -7.442376, 6.019023, 0.46686932, 13.759787, 12.9415163539758, 77.56692431917841
1445241059136, -7.7009497, 6.205771, 0.51475334, 2.8166454, 12.9415163539758, 77.56692431917841
1445241059222, -7.93199, 5.9052987, 0.58418524, 53.730343, 12.9415163539758, 77.56692431917841
1445241059308, -8.396465, 5.2504845, 0.32800564, 159.9383, 12.9415163539758, 77.56692431917841
1445241059392, -8.101978, 4.5441947, 0.7266402, 1.5676411, 12.9415163539758, 77.56692431917841
1445241059488, -8.611943, 4.6160207, 1.1133038, 5.362034, 12.9415163539758, 77.56692431917841
1445241059574, -8.76637, 6.0561333, 0.33399114, 59.57333, 12.9415163539758, 77.56692431917841
1445241059658, -8.355764, 6.027403, 0.005985504, 6.3375483, 12.9415163539758, 77.56692431917841
1445241059741, -7.668628, 4.8937483, -0.17717093, 75.86447, 12.9415163539758, 77.56692431917841
1445241059830, -7.5692687, 3.5362358, -0.49919105, 177.5475, 12.9415163539758, 77.56692431917841
1445241059915, -8.536526, 4.2999864, -0.2645593, 3.6618009, 12.9415163539758, 77.56692431917841
1445241059997, -8.465898, 4.1659107, 0.12210429, 39.416584, 12.9415163539758, 77.56692431917841
1445241060081, -8.972271, 5.261258, 0.37828386, 101.825745, 12.9415163539758, 77.56692431917841
1445241060163, -8.222886, 5.094861, 0.7374141, 114.89247, 12.9415163539758, 77.56692431917841
1445241060249, -8.259995, 5.1702785, 0.38067806, 37.02649, 12.9415163539758, 77.56692431917841
1445241060331, -8.322245, 5.0721164, 0.39624038, 17.45165, 12.9415163539758, 77.56692431917841
